,gross_profit,n_gross,loss,n_loss,profit,n_profit,bnh,mdd
0,255.9273981234341,401,205.42213416586264,335,50.505263957571465,54.483695652173914,-2.885380168489698,84.05823014463589
1,236.8912212223321,397,189.10973223451668,330,47.78148898781542,54.60797799174691,-5.800620821394457,84.05823014463589
2,154.33330228077878,422,101.84890877510995,313,52.48439350566883,57.414965986394556,21.001316657358256,84.05823014463589
3,152.316585219358,414,108.09854647340407,275,44.21803874595393,60.087082728592165,21.919916265334216,84.05823014463589
4,133.51062140608533,385,104.84693211289881,307,28.663689293186522,55.63583815028902,21.411927027441358,84.05823014463589
5,175.73338325883836,359,159.62944500359683,300,16.103938255241523,54.47647951441578,16.378417476766504,84.05823014463589
6,163.76405626749363,343,132.1194126945994,244,31.644643572894225,58.43270868824531,38.27119291703246,84.05823014463589
7,256.2633827525603,345,203.16986793912207,275,53.093514813438205,55.645161290322584,63.268588189947444,84.05823014463589
8,312.3400689207715,320,331.04954854141073,294,-18.7094796206392,52.11726384364821,-28.207754010695187,84.05823014463589
9,207.60443630611664,322,193.48249188454676,262,14.121944421569887,55.136986301369866,0.9305668837964588,84.05823014463589
10,301.87571900641086,357,272.0132520696272,310,29.862466936783647,53.523238380809595,-16.793849187606273,84.05823014463589
11,280.1896734945256,325,262.26899254718035,344,17.920680947345247,48.57997010463378,-21.03755394688061,84.05823014463589
12,149.3462024690301,317,137.74683595792942,253,11.599366511100651,55.6140350877193,16.07255981129957,84.05823014463589
13,142.46292487196558,335,124.71259918039273,248,17.750325691572865,57.46140651801029,-11.556372786218919,84.05823014463589
14,154.0479551673391,375,132.70004192186585,286,21.34791324547325,56.732223903177,-10.441542070800786,84.05823014463589
15,141.78221469150114,386,141.96506489959268,321,-0.18285020809152286,54.596888260254595,-17.337720412870944,84.05823014463589
16,95.06626850631902,396,70.2643281387789,287,24.80194036754012,57.979502196193266,35.32299501107256,84.05823014463589
17,92.12207933494844,327,85.20703500437125,261,6.91504433057718,55.61224489795919,2.9502215613772482,84.05823014463589
18,107.03095121402997,446,92.68516553034935,345,14.345785683680623,56.38432364096081,-12.23864537740015,84.05823014463589
19,85.13134893682151,416,83.88185588125472,372,1.249493055566786,52.79187817258883,-9.616686476930598,84.05823014463589
20,78.36264461844715,396,84.80310134081763,379,-6.44045672237048,51.096774193548384,-10.407311673563514,84.05823014463589
21,75.97013641353432,420,78.45073251628425,384,-2.4805961027499324,52.23880597014925,-1.1634386174016709,84.05823014463589
22,63.789751543343144,446,57.017931977588034,363,6.771819565755111,55.12978986402967,1.4694199951461577,84.05823014463589
23,80.81460639284461,419,68.14930655053524,332,12.665299842309363,55.792276964047936,20.835376527194548,84.05823014463589
24,104.65908174313832,439,114.85205321847532,381,-10.192971475336998,53.53658536585366,-26.61475851514309,84.05823014463589
25,89.93261424451998,442,62.24606237432457,285,27.68655187019541,60.79779917469051,15.5256270757923,84.05823014463589
26,70.20456365030918,428,69.9579381773745,327,0.24662547293468062,56.688741721854306,-7.46105568655904,84.05823014463589
27,67.71309573150492,403,51.61193500830592,300,16.101160723199005,57.32574679943101,1.4158309657754642,84.05823014463589
28,56.14889411797235,465,45.044566197204006,377,11.104327920768341,55.22565320665083,3.1351234334047207,84.05823014463589
29,46.964996362850535,424,56.4962931284781,383,-9.531296765627568,52.540272614622054,-1.424936691969901,84.05823014463589
30,26.572696015639686,435,27.04150656347657,412,-0.46881054783688425,51.357733175914994,-1.8362531131309436,84.05823014463589
31,72.2654179869009,412,88.62859580123897,397,-16.36317781433808,50.92707045735476,-25.475454161124023,84.05823014463589
32,177.0703043647975,385,179.46749372117498,356,-2.3971893563774715,51.956815114709855,-19.78767545745099,84.05823014463589
33,127.14874441083057,437,113.2652792167626,357,13.883465194067979,55.03778337531486,-9.357815267033276,84.05823014463589
34,128.01134908581935,433,105.97659526130825,324,22.0347538245111,57.199471598414796,5.681279316235413,84.05823014463589
35,60.77479061247375,429,51.39732294290603,321,9.377467669567718,57.2,-2.163817617611129,84.05823014463589
36,43.26015706558771,425,45.10455125930317,335,-1.8443941937154595,55.921052631578945,-6.357035096735681,84.05823014463589
37,44.33228806108287,445,33.786187295869546,354,10.546100765213323,55.694618272841055,6.838159141003284,84.05823014463589
38,58.5894850950612,453,49.458173332614294,324,9.13131176244691,58.3011583011583,4.713745201469244,84.05823014463589
39,45.01542049299237,367,35.93689160516265,282,9.078528887829718,56.548536209553156,1.1377932507813393,84.05823014463589
40,38.05002743160888,409,30.633829562413467,311,7.416197869195412,56.80555555555556,2.2951229939832523,84.05823014463589
41,68.67795248112957,371,48.03265597868368,259,20.645296502445888,58.888888888888886,31.435044893735775,84.05823014463589
42,59.1231490907731,383,53.264362610777596,303,5.858786479995503,55.83090379008746,6.939739505265552,84.05823014463589
43,69.1515345356109,388,60.29954267884483,308,8.851991856766073,55.747126436781606,7.6023720474046925,84.05823014463589
44,137.73161600007242,335,112.8489132926735,239,24.88270270739892,58.362369337979096,33.29396402847395,84.05823014463589
45,94.81675480139631,401,89.68392957489189,333,5.132825226504423,54.63215258855586,-0.05624844368772151,84.05823014463589
46,89.00368056115747,401,76.8534151639826,301,12.150265397174852,57.12250712250712,15.272934184737947,84.05823014463589
47,165.62642287009717,355,155.50850520213916,257,10.117917667957999,58.00653594771242,11.94166727000279,84.05823014463589
48,149.54370633185897,388,136.35788818057935,311,13.185818151279637,55.50786838340486,5.635405314635458,84.05823014463589
49,126.66472602372521,415,124.11307953934431,376,2.5516464843808873,52.46523388116309,-12.017579557136818,84.05823014463589
50,78.24896412286995,384,57.82123306776303,291,20.42773105510691,56.888888888888886,18.78680410024939,84.05823014463589
